Depth (m),del18O,Age (yrs BP),temperature
2746.15,-36.58,102903.0,-34.15
2746.7,-36.75,103010.0,-34.4
2747.25,-36.4,103119.0,-33.88
2747.8,-35.91,103225.0,-33.15
2748.35,-36.11,103326.0,-33.45
2748.9,-35.45,103429.0,-32.46
2749.45,-35.95,103527.0,-33.21
2750.0,-36.45,103629.0,-33.96
2750.55,-36.31,103736.0,-33.75
2751.1,-37.35,103843.0,-35.3
2751.65,-39.12,103963.0,-37.94
2752.2,-37.51,104118.0,-35.54
2752.75,-37.81,104242.0,-35.99
2753.3,-39.29,104370.0,-38.19
2753.85,-38.25,104531.0,-36.64
2754.4,-36.81,104669.0,-34.49
2754.95,-36.83,104783.0,-34.52
2755.5,-38.43,104898.0,-36.91
2756.05,-38.99,105041.0,-37.75
2756.6,-38.92,105196.0,-37.64
2757.15,-38.0,105351.0,-36.27
2757.7,-36.8,105485.0,-34.48
2758.25,-35.76,105602.0,-32.93
2758.8,-35.49,105707.0,-32.52
2759.35,-35.67,105809.0,-32.79
2759.9,-36.34,105914.0,-33.79
2760.45,-36.93,106026.0,-34.67
2761.0,-37.55,106146.0,-35.6
2761.55,-37.5,106275.0,-35.52
2762.1,-37.82,106405.0,-36.0
2762.65,-37.63,106540.0,-35.72
2763.2,-38.07,106672.0,-36.37
2763.75,-38.24,106812.0,-36.63
2764.3,-37.76,106957.0,-35.91
2764.85,-37.84,107092.0,-36.03
2765.4,-37.93,107230.0,-36.16
2765.95,-37.81,107369.0,-35.99
2766.5,-37.83,107507.0,-36.01
2767.05,-37.7,107645.0,-35.82
2767.6,-37.87,107782.0,-36.07
2768.15,-38.44,107922.0,-36.93
2768.7,-38.05,108074.0,-36.34
2769.25,-37.7,108218.0,-35.82
2769.8,-38.02,108356.0,-36.3
2770.35,-37.53,108501.0,-35.57
2770.9,-38.23,108637.0,-36.61
2771.45,-37.77,108786.0,-35.93
2772.0,-38.04,108927.0,-36.33
2772.55,-38.66,109074.0,-37.25
2773.1,-38.7,109235.0,-37.31
2773.65,-38.53,109397.0,-37.06
2774.2,-39.17,109556.0,-38.01
2774.75,-39.32,109732.0,-38.24
2775.3,-38.82,109913.0,-37.49
2775.85,-38.75,110080.0,-37.39
2776.4,-39.07,110247.0,-37.87
2776.95,-38.72,110422.0,-37.34
2777.5,-38.76,110588.0,-37.4
2778.05,-39.09,110756.0,-37.9
2778.6,-39.44,110933.0,-38.42
2779.15,-38.61,111122.0,-37.18
2779.7,-37.22,111287.0,-35.1
2780.25,-36.94,111425.0,-34.69
2780.8,-38.76,111558.0,-37.4
2781.35,-38.86,111729.0,-37.55
2781.9,-38.83,111903.0,-37.51
2782.45,-39.19,112077.0,-38.04
2783.0,-38.83,112262.0,-37.51
2783.55,-38.68,112437.0,-37.28
2784.1,-38.71,112608.0,-37.33
2784.65,-38.64,112781.0,-37.22
2785.2,-37.68,112952.0,-35.79
2785.75,-37.74,113102.0,-35.88
2786.3,-37.64,113254.0,-35.73
2786.85,-37.44,113405.0,-35.43
2787.4,-38.09,113551.0,-36.4
2787.95,-36.19,113712.0,-33.57
2788.5,-34.18,113840.0,-30.57
2789.05,-34.13,113950.0,-30.49
2789.6,-34.35,114060.0,-30.82
2790.15,-33.49,114171.0,-29.54
2790.7,-33.43,114278.0,-29.45
2791.25,-33.77,114384.0,-29.96
2791.8,-34.14,114493.0,-30.51
2792.35,-34.69,114605.0,-31.33
2792.9,-34.94,114721.0,-31.7
2793.45,-34.4,114839.0,-30.9
2794.0,-34.11,114953.0,-30.46
2794.55,-34.27,115066.0,-30.7
2795.1,-34.25,115180.0,-30.67
2795.65,-32.26,115294.0,-27.7
2796.2,-31.73,115400.0,-26.91
2796.75,-34.98,115505.0,-31.76
2797.3,-31.82,115627.0,-27.04
2797.85,-33.31,115733.0,-29.27
2798.4,-34.16,115844.0,-30.54
2798.95,-34.43,115960.0,-30.94
2799.5,-35.31,116078.0,-32.25
2800.05,-35.32,116204.0,-32.27
2800.6,-35.2,116331.0,-32.09
2801.15,-35.48,116457.0,-32.51
2801.7,-35.19,116587.0,-32.07
2802.25,-34.96,116714.0,-31.73
2802.8,-34.91,116839.0,-31.66
2803.35,-35.09,116964.0,-31.93
2803.9,-35.58,117091.0,-32.66
2804.45,-36.61,117224.0,-34.19
2805.0,-37.35,117371.0,-35.3
2805.55,-37.89,117533.0,-36.1
2806.1,-38.09,117706.0,-36.4
2806.65,-38.29,117885.0,-36.7
2807.2,-37.72,118070.0,-35.85
2807.75,-37.73,118242.0,-35.87
2808.3,-38.56,118414.0,-37.1
2808.85,-34.89,118609.0,-31.63
2809.4,-32.11,118738.0,-27.48
2809.95,-32.19,118853.0,-27.6
2810.5,-33.67,118968.0,-29.81
2811.05,-32.91,119089.0,-28.67
2811.6,-31.98,119207.0,-27.28
2812.15,-32.26,119324.0,-27.7
2812.7,-32.87,119441.0,-28.61
2813.25,-32.63,119560.0,-28.25
2813.8,-32.17,119678.0,-27.57
2814.35,-32.46,119796.0,-28.0
2814.9,-34.78,119916.0,-31.46
2815.45,-35.19,120049.0,-32.07
2816.0,-35.25,120187.0,-32.16
2816.55,-34.69,120326.0,-31.33
2817.1,-34.3,120460.0,-30.75
2817.65,-34.82,120590.0,-31.52
2818.2,-35.08,120726.0,-31.91
2818.75,-35.29,120866.0,-32.22
2819.3,-35.34,121008.0,-32.3
2819.85,-36.32,121151.0,-33.76
2820.4,-36.27,121308.0,-33.69
2820.95,-36.48,121465.0,-34.0
2821.5,-37.1,121626.0,-34.93
2822.05,-37.09,121799.0,-34.91
2822.6,-36.7,121973.0,-34.33
2823.15,-36.08,122140.0,-33.4
2823.7,-36.05,122297.0,-33.36
2824.25,-36.4,122453.0,-33.88
2824.8,-36.41,122617.0,-33.9
2825.35,-36.77,122780.0,-34.43
2825.9,-36.56,122952.0,-34.12
2826.45,-36.7,123119.0,-34.33
2827.0,-36.64,123290.0,-34.24
2827.55,-36.79,123461.0,-34.46
2828.1,-37.39,123635.0,-35.36
2828.65,-37.12,123822.0,-34.96
2829.2,-36.92,124004.0,-34.66
2829.75,-36.38,124183.0,-33.85
2830.3,-36.1,124351.0,-33.43
2830.85,-36.84,124516.0,-34.54
2831.4,-37.18,124695.0,-35.04
2831.95,-36.93,124881.0,-34.67
2832.5,-37.12,125063.0,-34.96
2833.05,-37.72,125250.0,-35.85
2833.6,-37.32,125452.0,-35.25
2834.15,-37.46,125645.0,-35.46
2834.7,-37.4,125842.0,-35.37
2835.25,-37.84,126038.0,-36.03
2835.8,-37.42,126247.0,-35.4
2836.35,-35.87,126445.0,-33.09
2836.9,-33.21,126613.0,-29.12
2837.45,-32.3,126754.0,-27.76
2838.0,-31.87,126892.0,-27.12
2838.55,-31.73,127030.0,-26.91
2839.1,-32.13,127168.0,-27.51
2839.65,-32.56,127307.0,-28.15
2840.2,-31.95,127448.0,-27.24
2840.75,-32.77,127587.0,-28.46
2841.3,-32.73,127730.0,-28.4
2841.85,-32.1,127873.0,-27.46
2842.4,-31.89,128015.0,-27.15
2842.95,-31.97,128157.0,-27.27
2843.5,-31.79,128300.0,-27.0
2844.05,-31.55,128443.0,-26.64
2844.6,-32.02,128586.0,-27.34
2845.15,-32.09,128730.0,-27.45
2845.7,-31.6,128875.0,-26.72
2846.25,-32.27,129020.0,-27.72
2846.8,-35.42,129167.0,-32.42
2847.35,-36.18,129340.0,-33.55
2847.9,-31.68,129527.0,-26.84
2848.45,-31.56,129674.0,-26.66
2849.0,-32.81,129822.0,-28.52
2849.55,-32.08,129973.0,-27.43
2850.1,-31.74,130123.0,-26.93
2850.65,-32.06,130273.0,-27.4
2851.2,-32.16,130424.0,-27.55
2851.75,-34.62,130575.0,-31.22
2852.3,-35.17,130744.0,-32.04
2852.85,-31.87,130921.0,-27.12
2853.4,-35.05,131074.0,-31.87
2853.95,-35.16,131250.0,-32.03
2854.5,-35.65,131429.0,-32.76
2855.05,-36.36,131616.0,-33.82
2855.6,-31.58,131817.0,-26.69
2856.15,-31.85,131973.0,-27.09
2856.7,-32.33,132130.0,-27.81
2857.25,-31.84,132288.0,-27.07
2857.8,-34.93,132446.0,-31.69
2858.35,-38.34,132627.0,-36.78
2858.9,-38.42,132891.0,-36.9
2859.45,-34.02,133159.0,-30.33
2860.0,-31.94,133332.0,-27.22
2860.55,-31.71,133493.0,-26.88
2861.1,-32.05,133655.0,-27.39
2861.65,-35.42,133818.0,-32.42
2862.2,-36.7,134012.0,-34.33
2862.75,-36.0,134232.0,-33.28
2863.3,-38.72,134438.0,-37.34
2863.85,-38.96,134728.0,-37.7
2864.4,-35.84,135031.0,-33.04
2864.95,-35.46,135236.0,-32.48
2865.5,-36.71,135435.0,-34.34
2866.05,-37.28,135661.0,-35.19
2866.6,-38.28,135904.0,-36.69
2867.15,-36.22,136183.0,-33.61
2867.7,-37.27,136401.0,-35.18
2868.25,-39.8,136647.0,-38.96
2868.8,-39.74,137007.0,-38.87
2869.35,-37.99,137365.0,-36.25
2869.9,-37.93,137639.0,-36.16
2870.45,-33.59,137912.0,-29.69
2871.0,-36.75,138096.0,-34.4
2871.55,-36.5,138333.0,-34.03
2872.1,-36.68,138565.0,-34.3
2872.65,-38.67,138803.0,-37.27
2873.2,-38.61,139113.0,-37.18
2873.75,-39.23,139422.0,-38.1
2874.3,-38.82,139764.0,-37.49
2874.85,-39.12,140086.0,-37.94
2875.4,-39.76,140425.0,-38.9
2875.95,-39.88,140805.0,-39.07
2876.5,-39.45,141194.0,-38.43
2877.05,-40.18,141557.0,-39.52
2877.6,-40.06,141972.0,-39.34
2878.15,-39.91,142379.0,-39.12
2878.7,-38.69,142778.0,-37.3
2879.25,-39.38,143105.0,-38.33
2879.8,-39.07,143472.0,-37.87
2880.35,-39.33,143823.0,-38.25
2880.9,-39.29,144191.0,-38.19
2881.45,-39.25,144557.0,-38.13
2882.0,-41.23,144923.0,-41.09
2882.55,-40.77,145454.0,-40.4
2883.1,-40.2,145940.0,-39.55
2883.65,-40.34,146379.0,-39.76
2884.2,-41.2,146831.0,-41.04
2884.75,-40.23,147368.0,-39.6
2885.3,-40.27,147815.0,-39.66
2885.85,-40.31,148268.0,-39.72
2886.4,-40.05,148726.0,-39.33
2886.95,-40.58,149165.0,-40.12
2887.5,-40.45,149652.0,-39.93
2888.05,-40.26,150129.0,-39.64
2888.6,-39.63,150592.0,-38.7
2889.15,-39.86,151008.0,-39.04
2889.7,-39.79,151443.0,-38.94
2890.25,-39.6,151874.0,-38.66
2890.8,-39.4,152294.0,-38.36
2891.35,-39.73,152702.0,-38.85
2891.9,-39.67,153136.0,-38.76
2892.45,-39.44,153567.0,-38.42
2893.0,-36.62,153983.0,-34.21
2893.55,-39.85,154267.0,-39.03
2894.1,-39.96,154718.0,-39.19
2894.65,-40.37,155182.0,-39.81
2895.2,-39.45,155683.0,-38.43
2895.75,-39.12,156112.0,-37.94
2896.3,-39.28,156519.0,-38.18
2896.85,-40.54,156940.0,-40.06
2897.4,-40.46,157469.0,-39.94
2897.95,-39.94,157993.0,-39.16
2898.5,-36.55,158472.0,-34.1
2899.05,-39.7,158767.0,-38.81
2899.6,-39.7,159231.0,-38.81
2900.15,-39.45,159697.0,-38.43
2900.7,-40.25,160146.0,-39.63
2901.25,-39.91,160666.0,-39.12
2901.8,-40.13,161157.0,-39.45
2902.35,-39.66,161671.0,-38.75
2902.9,-38.34,162147.0,-36.78
2903.45,-38.8,162534.0,-37.46
2904.0,-39.63,162951.0,-38.7
2904.55,-39.05,163432.0,-37.84
2905.1,-39.36,163871.0,-38.3
2905.65,-38.1,164336.0,-36.42
2906.2,-37.4,164720.0,-35.37
2906.75,-37.89,165073.0,-36.1
2907.3,-37.24,165451.0,-35.13
2907.85,-37.84,165800.0,-36.03
2908.4,-38.88,166180.0,-37.58
2908.95,-37.78,166624.0,-35.94
2909.5,-37.07,167005.0,-34.88
2910.05,-37.5,167355.0,-35.52
2910.6,-38.28,167726.0,-36.69
2911.15,-37.71,168141.0,-35.84
2911.7,-37.21,168527.0,-35.09
2912.25,-38.09,168892.0,-36.4
2912.8,-38.02,169303.0,-36.3
2913.35,-37.9,169713.0,-36.12
2913.9,-37.93,170118.0,-36.16
2914.45,-37.85,170527.0,-36.04
2915.0,-39.03,170935.0,-37.81
2915.55,-32.97,171422.0,-28.76
2916.1,-31.87,171696.0,-27.12
2916.65,-32.26,171964.0,-27.7
2917.2,-36.9,172235.0,-34.63
2917.75,-37.92,172608.0,-36.15
2918.3,-36.66,173034.0,-34.27
2918.85,-34.27,173401.0,-30.7
2919.4,-36.96,173702.0,-34.72
2919.95,-38.84,174086.0,-37.52
2920.5,-37.54,174586.0,-35.58
2921.05,-38.3,175004.0,-36.72
2921.6,-39.73,175471.0,-38.85
2922.15,-39.29,176061.0,-38.19
2922.7,-39.6,176611.0,-38.66
2923.25,-38.31,177195.0,-36.73
2923.8,-39.14,177675.0,-37.97
2924.35,-39.96,178223.0,-39.19
2924.9,-38.91,178857.0,-37.63
2925.45,-39.28,179391.0,-38.18
2926.0,-40.32,179963.0,-39.73
2926.55,-38.1,180653.0,-36.42
2927.1,-37.81,181137.0,-35.99
2927.65,-37.94,181604.0,-36.18
2928.2,-38.95,182083.0,-37.69
2928.75,-34.29,182643.0,-30.73
2929.3,-36.05,182981.0,-33.36
2929.85,-37.94,183373.0,-36.18
2930.4,-32.65,183865.0,-28.28
2930.95,-36.75,184186.0,-34.4
2931.5,-37.26,184616.0,-35.16
2932.05,-37.39,185076.0,-35.36
2932.6,-37.53,185546.0,-35.57
2933.15,-36.94,186028.0,-34.69
2933.7,-36.82,186480.0,-34.51
2934.25,-36.71,186928.0,-34.34
2934.8,-37.16,187374.0,-35.01
2935.35,-37.53,187848.0,-35.57
2935.9,-37.27,188347.0,-35.18
2936.45,-37.32,188834.0,-35.25
2937.0,-37.74,189327.0,-35.88
2937.55,-37.4,189852.0,-35.37
2938.1,-37.61,190357.0,-35.69
2938.65,-38.33,190880.0,-36.76
2939.2,-38.27,191462.0,-36.67
2939.75,-38.43,192043.0,-36.91
2940.3,-37.13,192642.0,-34.97
2940.85,-37.42,193149.0,-35.4
2941.4,-37.5,193679.0,-35.52
2941.95,-37.14,194218.0,-34.99
2942.5,-37.3,194737.0,-35.22
2943.05,-37.05,195271.0,-34.85
2943.6,-36.46,195793.0,-33.97
2944.15,-36.83,196285.0,-34.52
2944.7,-36.69,196801.0,-34.31
2945.25,-36.65,197314.0,-34.25
2945.8,-37.99,197828.0,-36.25
2946.35,-38.66,198441.0,-37.25
2946.9,-37.03,199121.0,-34.82
2947.45,-36.88,199670.0,-34.6
2948.0,-36.88,200215.0,-34.6
2948.55,-37.23,200765.0,-35.12
2949.1,-37.33,201342.0,-35.27
2949.65,-38.28,201931.0,-36.69
2950.2,-37.24,202606.0,-35.13
2950.75,-37.03,203198.0,-34.82
2951.3,-37.31,203781.0,-35.24
2951.85,-38.05,204389.0,-36.34
2952.4,-39.48,205064.0,-38.48
2952.95,-37.85,205913.0,-36.04
2953.5,-38.07,206582.0,-36.37
2954.05,-38.0,207277.0,-36.27
2954.6,-37.24,207972.0,-35.13
2955.15,-37.46,208606.0,-35.46
2955.7,-37.47,209264.0,-35.48
2956.25,-37.17,209928.0,-35.03
2956.8,-36.74,210575.0,-34.39
2957.35,-36.0,211195.0,-33.28
2957.9,-36.56,211774.0,-34.12
2958.45,-36.8,212393.0,-34.48
2959.0,-35.93,213034.0,-33.18
2959.55,-36.93,213626.0,-34.67
2960.1,-36.47,214289.0,-33.99
2960.65,-35.21,214926.0,-32.1
2961.2,-36.39,215497.0,-33.87
2961.75,-36.6,216140.0,-34.18
2962.3,-35.93,216804.0,-33.18
2962.85,-34.7,217430.0,-31.34
2963.4,-36.2,218002.0,-33.58
2963.95,-36.36,218657.0,-33.82
2964.5,-35.62,219331.0,-32.72
2965.05,-35.07,219964.0,-31.9
2965.6,-35.73,220575.0,-32.88
2966.15,-36.76,221228.0,-34.42
2966.7,-36.51,221960.0,-34.04
2967.25,-34.13,222680.0,-30.49
2967.8,-36.1,223278.0,-33.43
2968.35,-36.2,223983.0,-33.58
2968.9,-35.62,224702.0,-32.72
2969.45,-35.84,225390.0,-33.04
2970.0,-37.08,226100.0,-34.9
2970.55,-37.14,226919.0,-34.99
2971.1,-36.9,227753.0,-34.63
2971.65,-36.75,228573.0,-34.4
2972.2,-36.75,229387.0,-34.4
2972.75,-36.95,230212.0,-34.7
2973.3,-36.88,231065.0,-34.6
2973.85,-36.74,231921.0,-34.39
2974.4,-36.67,232773.0,-34.28
2974.95,-36.7,233628.0,-34.33
2975.5,-37.0,234497.0,-34.78
2976.05,-36.85,235408.0,-34.55
2976.6,-36.13,236313.0,-33.48
2977.15,-36.3,237162.0,-33.73
2977.7,-36.61,238035.0,-34.19
2978.25,-36.88,238950.0,-34.6
2978.8,-37.07,239905.0,-34.88
2979.35,-37.17,240894.0,-35.03
2979.9,-37.69,241908.0,-35.81
2980.45,-37.78,243005.0,-35.94
2981.0,-37.37,244130.0,-35.33
2981.55,-37.84,245211.0,-36.03
2982.1,-38.2,246377.0,-36.57
2982.65,-37.5,247618.0,-35.52
2983.2,-37.11,248763.0,-34.94
